					
997	La fulrno preskaŭ forprenas ilian vi- dadon; kiam ĝi ilin eklumigas, ili iras en ĝia lumo, kaj kiam fariĝas mallume, ili haltas. Se Allah volus, Li forprenus ilian aŭdadon kaj ilian vidadon: vere Allah havas povon super ĉiuj aferoj.	1	2	25	
998	Ho vi homoj\! Adoru vian Sinjoron, kiu kreis vin kaj tiujn, kiuj estis antaŭ vi, por ke vi estu ŝirmataj;	2	2	26	
999	kiu faris por vi la teron kuŝejo kaj la ĉielon tegmento kaj sendis el la ĉielo ak- von; poste Li sendis al vi nutraĵon el fruk- toj. Do ne aldonu rivalojn al Allah; la ve- ron vi ja konas.	3	2	27	
1000	Se vi tamen estas en dubo pri tio, ki- on Ni sendis al Nia servanto, vi alportu ĉapitron kiel estas tiu ĉi kaj voku viajn atestantojn\[5\] anstataŭ Allahon, se vi es- tas sinceraj.	4	2	28	
1001	Sed se vi ne faros tion -- kaj vi neniam kapablos fari tion - timu la fajron, kies nutraĵo estas homoj kaj ŝtonoj\[6\]: ĝi es- tas pretigita por la miskredantoj.	5	2	29	
1002	Kaj vi, vi donu la bonan novaĵon al la kredantoj, ke por jli estos ĝardenoj, sub kiuj fluas riveroj. Ciam, kiam ili ricevos nutraĵon el iliaj fruktoj, ili diros: ”Tio es- tas, kion ni kutimis ricevi antaŭe\! ” ĉar al ili estos donataj similaj donacoj. Tie estos por ili puraj edzinoj kaj tie ili re- stos por ĉiam.	6	2	30	
1003	Vere, Allah ne rifuzas doni klarigon eĉ pri aĵo tiel malgranda kiel muŝeto kaj eĉ pli malgranda. La kredantoj scias, ke tio estas la vero de ilia Sinjoro, sed la mis- kredantoj diras: ”Kion intencas Aliah per tiu klarigo? ”. Per tio Li sigelas la erara- don de multaj kaj per tio Li gvidas mul- tajn, kaj Li ne erarigas iun alian ol la malobeemulojn,	7	2	31	
1004	kiuj rompis la aliancon kun Allah, post kiam estis interkonsentite pri ĝi, kaj detranĉis tion, kion Allah ordonis kunigi, kaj estigis malpacon sur la te- ro; ili estas la perdontoj.	8	2	32	
1005	Kial vi rifuzas kredi je Allah? Vi vere estis senvivaj kaj Li vivigis vin, poste Li lasis vin morti, poste Li revivigos vin kaj fine vi revenos al Li.	9	2	33	
1006	Li, kiu kreis por vi ĉion sur la tero kaj Sin poste turnis al la ĉielo kaj per- fektigis sep ĉielojn; Li vere scias ĉion.	10	2	34	
1007	Kiam via Sinjoro diris al la anĝeloj: ”Mi certe metos sur la teron anstataŭan- ton”, ili diris: ”Cu vi fakte volas meti sur ĝin iun, kiu estigas malpacon kaj ver- ŝas sangon? Ni male laŭdegas Vin kaj gloras Vian sanktecon”. Li tamen diris: ”Vere Mi scias, kion vi ne scias”.	11	2	35	
1008	Li instruis al Adam\[7\] ĉiujn nomojn, poste Li metis ilin antaŭ la anĝelojn kaj diris: ”Eldiru al Mi tiujn nomojn, se vi estas sinceraj”.	12	2	36	
1009	Ili respondis: ”Ni gloras Vian sank- tecon\! Ni ne havas alian scion ol tiun, kiun Vi instruis al ni. Vere Vi estas ĉio- scia, saĝa\! ”,	13	2	37	
1010	Li diris: ”Ho Adam, eldiru al ili ili- ajn noniojn”, kaj kiam li eldiris iliajn nomojn, Li dins: ”Cu Mi ne diris al vi? Mi vere konas la Nevideblaĵojn en la ĉie- lo kaj sur la tero kaj t on, kion vi mal- kaŝis kaj tion, kion vi kaŝis”.	14	2	38	
1011	Kiam Ni diris al la anĝeloj: ”Obeu Adamon\! ”, ili ĉiuj obeis escepte de Ib- lis. Li rifuzis, fieregiĝis kaj fariĝisunuel la miskredantoj.	15	2	39	
1012	Kaj Ni diris: ”Ho Adam\! Vivu kune kun via virino en la ĝardeno kaj manĝu ambaŭ abunde, kiam vi deziras, sed ne iru apud tiun arbon, por ke vi ne fariĝu pekantaj”.	16	2	40	
1013	Satano tamen igis ilin ambaŭ stum- bli kaj li forpelis ilin de tie, kie ili estis, kaj Ni diris: ”Eliru ĉiuj, iuj el vi estos malamikaj de la aliaj kaj por vi estos sur la tero restadejo kaj provizaĵoj por kel- ke da tempo”.	17	2	41	
1014	Poste Adam ricevis de sia Sinjoro la vortojn de la preĝo kaj Li tumis Sin de- nove kompateme al li. Li vere estas kom- patema, pardonema.	18	2	42	
1015	Ni diris: ”Eliru de ĉi tie, vi ĉiuj, kaj ĉiam, kiam venos de Mi gvidado por vi, por tiuj, kiuj sekvos la gvidadon, ne plu estos timo nek malgajeco.	19	2	43	
1016	Kaj la miskredantoj, kiuj rifuzas Ni- ajn signojn, estos loĝantoj de la fajro kaj tie ili restos por ĉiam”.	20	2	44	
1017	Ho idoj de Izrael\! Memoru la favo- rojn, kiujn Mi donis al vj. Plenumu la promeson, kiun vi faris al Mi, kaj Mi ple- numos la promeson faritan al vi. Res- pektegu nur Min\!	21	2	45	
1018	Kredu je tio, kion Mi sendis kiel ple- numiĝon de tio, kio jam estis ĉe vi, kaj ne estu vi la unuaj miskredantoj kaj ne vendu Miajn signojn kontraŭ malgran- da prezo. Nur ĉe Mi vi serĉu rifuĝon\!	22	2	46	
1019	Ne konfuzu la veron kun la falso kaj ne ruze kaŝu la veron, kvankam vi konas ĝin,	23	2	47	
1020	kaj levu la preĝon kaj donu almozojn kaj genufleksu kun la genufleksantoj.	24	2	48	
1021	Cu vi ordonas la virton al la homoj kaj vi mem forgesas tion, kvankam vi predikas la Skribon\[8\]? Cu vi do ne volas kompreni?	25	2	49	
1022	Serĉu helpon en pacienco kaj preĝo. Vere tio estas malfacila, krom por la hu- miluloj,	26	2	50	
1023	kiuj certe scias, ke ili renkontos sian Sinjoron kaj al Li revenos.	27	2	51	
1024	Ho idoj de Izrael\! Memoru la favorojn, kiujn Mi donis al vi, kaj ke Mi altigis vin super ĉiuj nacioj\!	28	2	52	
1025	Timu la tagon, en kiu neniu ricevos rekompencon destinitan al alia. kaj ne- niu propeto estos akceptita, kaj neniu claĉeto estos ricevita, kaj neniu helpoes- tos por ili.	29	2	53	
1026	Memoru, kiam Ni liberigis vin de la popolo de Faraono, kiu suferigis vin per terura turmento. Ili estis buĉintaj viajn idojn kaj kaptintaj viajn virinojn. En tio estis granda elprovo de via Sinjoro.	30	2	54	
1027	Memoru, kiam Ni disigis la maron kaj dronigis la popolon de Faraono kaj vi ri- gardadis.	31	2	55	
1028	Memoru, kiam Ni donis alMoseo la promeson por kvardek noktoj; vi poste prenis al vi la bovidon kaj vi estis peku- loj.	32	2	56	
1029	Poste Ni pardonis al vi, por ke vi es- tu dankemaj.	33	2	57	
1030	Memoru kiam Ni donis al Moseo la Skribon kaj la ekkonigilon por ke vi es- tu gvidataj.	34	2	58	
1031	Memoru, kiam Moseo diris al sia po- polo: ”Ho mia popolo\! Vere vi pekis kontraŭ vi mem, ĉar vi prenis al vi la bo- vidon. Tumu vin al via Kreinto kaj sub- premu viajn malbonajn emojn; tio vere estas plej bona por vi antaŭ via Kreinto”. Kaj Li tumis Sin al ili kompateme. Ve- re Li estas kompatema, pardonema.	35	2	59	
1032	Memoru kiam vi diris: ”Ho Moseo\! Ni tute ne kredos alvi.se ni ne vidos la vizaĝon de Allah”. Tiam vi estis frapi- taj de la fulmo dum via rigardado.	36	2	60	
1033	Poste Ni ekstarigis vin denove el la morto, por ke vi estu dankemaj.	37	2	61	
1034	Ni ombrigis vin per nuboj kaj sendis al vi la manaon kaj la kotumojn: ”Man- ĝu la bonajn aĵojn, kiujn Ni donis al vi\! ”. Kaj ili ne domaĝis Nin sed sin mem.	38	2	62	
1035	Memoru, kiam Ni diris: ”Eniru tiun urbon kaj manĝu abunde tiujn aĵojn, ki- am ajn vi deziras, kaj eniru la pordon hu- mile kaj diru: "Kompaton\! ” kaj Ni par- donos al vi viajn pekojn kaj Ni honoros la bonfarantojn”.	39	2	63	
1036	La malbonfarantoj ŝanĝis la vorton, kiu estis dirita al ili, kun alia kaj Ni sen- dis kontraŭ ilin la punon el la ĉielo, ĉar ili estis malobeemaj.	40	2	64	
1037	Memoru, kiam Moseo petis trink- aĵon por sia popolo kaj Ni diris: ”Fra- pu la ŝtonon per via.vergo” kaj el ĝi el- fluis dekdu fontoj. Ciuj triboj sciis tiam, kie estas iliaj trinkejoj: ”Manĝu kaj trin- ku la donacojn de Allah kaj ne fariĝu krimuloj sur la tero, estigante malpa- con”.	41	2	65	
1038	Memoru, kiam vi diris: ”Ho Moseo\! Ni neniam estos kontentaj per unukvalita man- ĝaĵo. Petu do vian Sinjoron, ke Li sendu ti- on, kion kreskigas la tero, ĝiajn vegetaĵojn kaj melonojn kaj grenpn kaj lentojn kaj bul- bojn”. Li diris: ”Cu vi volas aĉeti tion, kio estas malpli valora, kontraŭ tio, kio estas plej bona? Eliru do al iu ajn urbo kaj tie	42	2	66	
1040	vi trovos, kion vi petas” Kaj tiam super ilin venis humiligo kaj honto		2	67	
1041	kaj la kolero de Allah. Tio okazis, ĉar ili ne volis kredi je la signoj		2	68	
1042	de Allah, kaj ili mortigis la pro- fetojn kontraŭirante la rajton, kaj		2	69	
1043	malobe- is, kaj pekis.		2	70	
1045	Vere, por la kredantoj, kaj por la Ju- doj kaj por la Kristanoj kaj por la Sabe- oj\[9\], do por tiuj, kiuj kredas je Allah kaj al la Tago de la Juĝo, kaj agas bone, es- tos la rekompenco de ilia Sinjoro kaj por ili ne plu estos timo nek malgajeco.	1	2	71	
1046	Memoru, kiam Ni faris aliancon kun vi kaj Ni estigis monton super vi: ”Prenu forte tion, kion Ni donis al vi, ka; memo- ru tion, kio estas en ĝi, por ke vi estu ŝir- mataj”.	2	2	72	
1047	Poste vi deflankiĝis de tiu alianco kaj, se ne estus la favoro kaj la kompato de Allah, vi estus pereintaj.	3	2	73	
1048	Vi certe scias, kiuj el vi pekis kontraŭ la devo de la sabato. Ni diris al ili: ”Vi es- tu simioj forpelindaj\! ”.	4	2	74	
1049	Ni faris tion ekzemplo por la ĉee- stantoj kaj por la sekvontaj generacioj kaj lemilo por la justuloj.	5	2	75	
1050	Memoru, kiam Moseo diris al sia po- polo: ”Vere Allah ordonas al vi oferi bo- vinon”. Ili respondis: ”Cu vi mokasnin? ”, Li tamen respondis: ”Mi serĉas rifuĝon	6	2	76	
1052	ĉe Allah kontraŭ la stulteco\! ”.		2	77	
1054	Ili diris: ”Petu vian Sinjoron, ke Li klarigu al ni, kiun bovinon Li intencas”. Li diris: ”Vere Li diras, ke tiu bovino ne estas juna nek maljuna sed plenkreska, inter la du ekstremoj. Faru, kiel estas or- donite al vi\! ”,	1	2	78	
1055	Ili diris: ”Petu vian Sinjoron, ke Li klarigu al ni, kia estas ĝia koloro”. Li di- ris: ”Vere Li diras, ke tiu bovino estas flava, purkolora, plezuro por la rigardan- toj”.	2	2	79	
1056	Ili diris: ”Petu vian Sinjoron, ke Li klarigu al ni, kiu bovino tiu estas; vere ĉi- uj bovinoj estas por ni egalaj, kaj se Al- lah volas, ni estos gvidataj”.	3	2	80	
1057	Li diris: ”Vere Li diras, ke tiu bovino ne estas alkutimiĝinta fari la laborojn de la tero kaj plugi kaj alpdrti akvon por la kamparo, ĝi estas senmanka, unukolora”. Ili tiam diris: ”Nun vi atingis la veron” kaj ili oferis ĝin, kvankam ili ne emis fa- ri tion.	4	2	81	
1058	Memoru, kiam vi mortigis homon kaj poste malkonsentis pri tiu ago kaj Allah malkaŝis tion, kion vi estis kaŝintaj.	5	2	82	
1059	Kaj Ni diris: ”Frapu lin per iom de ĝi\[10\]”. Tiel Allah revivigas la mortintojn kaj Li montras Siajn signojn, por ke vi komprenu.	6	2	83	
1060	Poste malmoliĝis viaj koroj, ĝis ili fa- riĝis kvazaŭ ŝtonoj kaj eĉ pli malmolaj. Vere inter la ŝtonoj estas iuj, el kiuj el- fluas riveroj, kaj aliaj, el kiuj, kiam ili disfendiĝas, akvo elfluas, kaj aliaj, kiuj humiliĝas pro la amo al Allah. Allah ne ignoras, kion vi faras.	7	2	84	
1061	Cu vi esperas, ke ili estos fidelaj ai vi? Certe iuj el ili aŭdas la vortojn de Allah, poste tordas ilin, kvankam ili komprenis kaj kvankam ili sciis.	8	2	85	
1062	Kiam ili renkontas la kredantojn, ili diras: ”Ni kredas” kaj, kiam ili. kaŝe kun- venas inter si mem, ili diras: ”Cu vi volas malkaŝi al ili, kion Allah malkaŝis al vi, por ke ili disjnitu pri tio kun vi antaŭ via Sinjoro? Cu vi do ne volas kompreni?	9	2	86	
1063	Cu vi ne scias, ke Allah scias ĉion, ki- on vi kaŝas kaj kion vi faras malkaŝe?	10	2	87	
1064	Inter ili estas malkleruloj, kiuj ne ko- nas la Libron alie ol per onidiroj. Ili nur divenas.	11	2	88	
1065	Ve al tiuj, kiuj skribas la Libron per siaj manoj, kaj poste asertas, ke ĝi venas de Allah por vendi ĝin kontraŭ malalta prezo\! Ve al ili pro tio, kion ili sknbis per siaj manoj, kaj ve al ili pro tio, kion ili pemegocis\!	12	2	89	
1066	Ili diras: ”La fajro ne tuŝos nin krom dum malmultaj tagoj”. Diru: ”Cu vi ri- cevis de Allah promeson? Tiukaze certe Li ne rompos Sian promeson. Sed ĉu ne estas male tiel, ke vi parolas pri Allah, ki- on vi ne scias? ”.	13	2	90	
1067	Jen\! Tiuj, kiuj agas malbone kaj es- tas implikitaj en siaj pekoj, estos loĝan- toj de la fajro kaj tie ili restos por ĉiam,	14	2	91	
1068	kaj tiuj, kiuj kredas kaj agas bone, es- tos loĝantoj de la Paradizo kaj tie ili res- tos por ĉiam,	15	2	92	
1069	Memoru, kiam Ni faris aliancon kun la idoj de Izrael: ”Ne adoru iun alian ol Allahon, kaj estu afablaj al viaj gepatroj kaj al la parencoj kaj al la orfoj kaj al la malriĉuloj, kaj diru al la homoj bonajn vortojn, kaj levu la preĝon, kaj donu al- mozojn”. Poste vi tumis vin for, krom malmultaj el vi, kaj vi foriris.	16	2	93	
1070	Memoru, kiam Ni faris aliancon kun vi: ”Ne verŝu sangon kaj ne forpelu iujn el vi el la domoj”. Kaj vi certigis kaj ate- stis tion.	17	2	94	
1071	Tamen vi estas tiaj, ke vi mortigas unu la alian kaj forpelas iujn el vi el la domoj, konkurante unu kun la alia je peko kaj o- fendo kaj, kiam ili venas al vi kiel mallibe- ruloj, vi elaĉetas ilin, kvankam jam ap- taŭe estis malpermesite forpeli ilin. Cu vi kredas nur al unu parto de la Libro kaj ne- kredas al la alia? Ne estos rekompenco por tiuj el vi, kiuj nenion plenumas krom hontindaĵoj en ĉi tiu vivo, kaj en la tago de la reviviĝo ili estos senditaj al plej gra- va turmento. Allah ne ignoras, kion vi fa- ras.	18	2	95	
1072	Estas ih tiuj, kiuj aĉetis la vivon ĉi ti- ean kontraŭ la vivo venonta. Ilia puno neniam malpliiĝos kaj por ili ne estos hel- po.	19	2	96	
1073	Ni vere donis al Moseo la Librpn kaj poste Ni igis senditojn sekvi lin kaj Ni do- nis al Jesuo, la filo de Maria, signojn evi- dentajn, kaj Ni fortigis lin per la spirito de sankteco. Cu vi volas esti iribelemaj, ĉiufoje kiam venas al vi senditoj? Cu vi volas rifuzi iujn el ili kaj mortigi aliajn?	20	2	97	
1074	Hi diris: ”Niaj koroj estas implikitaj”. Jen\! Allah malbenis ilin pro ilia nekre- demo. Tre malmulte ili kredas.	21	2	98	
1075	Kiam venis al ili la Libro de Allah kiel plenumiĝode tio, kio jam antaŭe estis ĉe ili - kaj ili estis petintaj venkon kontraŭ la miskredantoj — kaj kiam venis al ili aĵo konata, ili rifuzis gin. La malbeno de Al- lah sur la miskredantojn\!	22	2	99	
1076	Malbona estas tio, kontraŭ kio ili ven- das siajn animojn, nome ke ili ne kredas je tio, kion Allah sendis, pro envio, ĉar Allah sendis Sian favoron al tiuj el Siaj servantoj, kiujn Li mem elektis. Ili amas- igas koleron super koleron. Por la mis- kredantoj estos hontiga puno.	23	2	100	
1077	Kiam estas dirite al ili: ”Kredu je tio, kio estis revelaciita de Allah” ili diras: ”Ni kredas je tio, kio estas sendita al ni” kaj ili ne kredas je tio, kio venis post ĝi, kvankam tio estas la vero kaj la plenumi- ĝo de tio, kio jam estis ĉe ili. Diru: ”Ki- al vi mortigis la profetojn de Allah an- taŭe, se vi estis kredantoj? ”.	24	2	101	
1078	Vere Moseo venis al vi kun signoj evi- dentaj kaj poste vi tamen prenis al vi la bovidon kaj estis pekuloj.	25	2	102	
1079	Kiam Ni faris aliancon kun vi kaj Ni estigis monton super vi: ”Tenu forte, kion Ni donis al vi, kaj aŭskultu\! ” ili di- ris: ”Ni aŭdas sed ni malobeas”. Iliaj ko- roj estis sorbintaj la amon al la bovido pro ilia miskredemo. Diru: "Malbona es- tas tio, kion al vi ordonas via kredo, se vi tute je io ajn kredas”.	26	2	103	
1080	Diru: ”Se la loĝejo en la vivo venonta estos nur por vi, escepte de la aliaj homoj, tiam vi sopiru la morton, se vi estas since- raj”.	27	2	104	
1081	Neniam ili gin sopiros, pro tio, kion faris iliaj manoj. Allah konas la malbonfa- rantojn.	28	2	105	
1082	Vi trovos ilin eĉ pli avidaj je viyo, in- ter la homoj, ol la idolanoj mem. Ciu el ili deziras, ke al li estu konsentitaj mil ja- roj. Tamen eĉ tio ne sufiĉus por savi ilin de la puno. Allah vidas, kion ili faras.	29	2	106	
1083	Diru: ”Kiu estas malamiko de Gabri- elo — vere li mem sendis tion en viajn ko- rojn laŭ la permeso de Allah kiel plenumi- ĝon de tio, kio jam estis ĉe Li kaj kiel gvi- dilon kaj kiel bonan novaĵon por la justu- loj-	30	2	107	
1084	kiu estas malamiko de Allah kaj de Liaj anĝeloj kaj de Gabrielo kaj de Miha- elo, vere Allah mem estas malamiko de la miskredantoj.	31	2	108	
1085	Vere Ni sendis al vi signojn eviden- tajn kaj neniu rifuzis ilin krom la malobe- emuloj.	32	2	109	
1086	Cu iuj el ili ĉiam rifuzis la aliancon, post kiam ĝi estis farita? Jen\! La plej- multaj el ili ne kredas\!	33	2	110	
1087	Kiam venis al ili sendito de Allah kiel plenumiĝo de tio, kio jam estis ĉe ili, iuj el tiuj, al kiuj la Skribo estis donita, ĵetis tiun Libron de Allah post siajn dorsojn, kvazaŭ ili ne estus sciintaj.	34	2	111	
1088	Kaj ili sekvis tion, kion la delogistoj jam preferis sub la regno de Salomono. Sa- lomono mem ne estis miskredanto, sed la delogistoj estis, kaj ili instruis al la popolo la magion. Kaj ili ankaŭ sekvis tion, kion sendis la du anĝeloj el Babilono Harŭt kaj Marŭt. Tiuj tamen ne instruis iun ajn, krom diranie: ”Vere ni ambaŭ estas nurelprovo, do ne rifuzu nin”. Poste ili lernis de am- baŭ tion. kio disigis la viron de lia virino. Ili tamen ne malbonfaris al iu ajn krom	35	2	112	
1090	laŭ la permeso de Allah. Male ili lemis ti- on, kio malbonfaras kaj		2	113	
1091	neutilas. Vere ili lernis, ke la komercantoj de tiuj aĵoj ne partoprenos		2	114	
1092	en la vivo venonta. Malbone estas fordoni siajn animojn\! Ho, se ili es-		2	115	
1093	tus sciintaj\!		2	116	
1095	Ho se ili estus kredintaj kaj agintaj juste\! Tiam la rekompenco de Allah es- tus plej granda. Ho se ili estus sciintaj\!	1	2	117	
1096	Ho kredantoj\! Ne diru ”Ra’ena” sed ”Unzurna”\[11\] kaj aŭskultu: por la miskre- dantoj estos dolora puno.	2	2	118	
1097	La miskredantoj el la popolo de la Skribo, kaj la idolanoj, ne deziras, ke es- tu sendita al vi io bona de via Sinjoro, sed Allah elektas per Sia graco, kiun Li volas, kaj Allah estas la fonto de granda graco.	3	2	119	
1098	Ni ne nuligas verson aŭ forgesigas ĝin, antaŭ ol Ni donas alian pli valoran aŭ almenaŭ similan. Cu vi ne scias, ke Al- lah havas povon super ĉiuj aferoj?	4	2	120	
1099	Cu vi ne scias, ke Allah posedas la suverenecon de la ĉieloj kaj de la tero? Krom Allah ne estas por vi protektanto nek helpanto.	5	2	121	
1100	Cu vi volas peti de via sendito tion, kio estis petita de Moseo antaŭe? Kiu fordonas sian kredon kontraŭ miskredo, tiu deflankigas de la rekta vojo.	6	2	122	
1101	Multaj el la popolo de la Skribo - pro envio — volas igi miskredantoj vin, ki- uj jam kredas, kvankam al ili la vero es- tis evidentigita. Tamen vi pardonu kaj turnu vin for de ili, ĝis Allah sciigos al vi Sian dekreton. Vere Allah havas povon super ĉiuj aferoj.	7	2	123	
1102	Kaj levu la preĝon kaj donu almo- zojn; la bonon, kiun vi faras, vi retrovos ĉe Allah. Vere Allah vidas, kion vi faras.	8	2	124	
1103	Ili diras: "Neniu eniros la Paradizon krom la Kristanoj aŭ la Judoj”. Tiaj estas iliaj vanaj deziroj. Diru: "Alportu vian pruvon, se vi estas sinceraj”.	9	2	125	
1104	Ne\! Kiu sin submetas al Allah kaj bonfaras, tiu ricevos la rekompencon de nia Sinjoro kaj por ili ne plu estos timo nek malgajeco.	10	2	126	
1105	La Judoj diras: ”Neniun pruvon havas la Kristanoj”, kaj la Kristanoj diras: ”Neni- un pruvon havas la Judoj”; ili tamen ĉiuj observas la saman Skribon. Tiel jam paro- lis la nesciantoj, tute simile. Allah juĝos ilin en la tago de la reviviĝo pro tio, pri kio ili malkonsentis.	11	2	127	
1106	Kiu pli pekas ol tiu, kiu malhelpas la laŭdadon de la nomo de Allah en Liaj sank- tejoj kaj klopodas detrui ilin? Ili ne devus eniri ilin krom respektegante. Por ili estas en ĉi tiu vivo nur honto kaj en la vivo ve- nonta estos grava puno.	12	2	128	
1107	A1 Allah apartenas la Oriento kaj la Okcidento. Cie, kien vi turnas vin, tie Li estas. Vere Allah estas grandanima, ĉioscia.	13	2	129	
1108	Ili diras: ”Allah prenis al si filon”. Ne\! Sankta Li estas\! Lia estas ĉio, sub la ĉie- loj kaj sur la tero. Cio obeas al Li.	14	2	130	
1109	La Kreinto de la ĉieloj kaj de la tero. Ciufoje, kiam Li dekretas ion, Li nur diras al ĝi: ”Estu\! ” kaj gi estas.	15	2	131	
1110	La nesciantoj diras: ”Kial Allah ne pa- rolas al ni aŭ ne donas signojn? ”, Jam an- taŭe iuj tiel parolis kiel ili. Similaj estas i- liaj koroj. Vere Ni evidentigis la signojn por la popolo firme kredanta;	16	2	132	
1111	vere Ni sendis vin kun la vero kiel por- tanton de la bona novaĵo kaj kiel admonan- ton kaj vi ne estos devigata responsi pri la loĝantoj de 1’ infero.	17	2	133	
1112	Neniam konsentos kun vi la Judoj nek la Kristanoj, krom se vi sekvos ilian kredon. Diru: ”Vere la gvidilo de Allah estas unika”. Se vi tamen, post kiam al vi venis la scio, volos sekvi iliajn malbonajn dezirojn, por	18	2	134	
1114	vi ne estos ĉe Allah protektanto nek help- anto.		2	135	
1116	Tiuj, al kiuj Ni donis la Libron, pro- klamas gin laŭvere, Estas ili tiuj, kiuj kre- das je ĝi. La miskredantoj estos la perdan- toj\!	1	2	136	
1117	Ho vi idoj de Izrael\! Memoru la gra- cojn, kiujn Mi donis al vi, kaj ke Mi alti- gis vin super ĉiuj nacioj\!	2	2	137	
1118	Timu la tagon, en kiu neniu ricevos la rekompencon destinitan al alia, kaj ne estos akceptita elaĉeto de ili, kaj neniu pro- peto estos utila, kaj neniu helpo estos por ili\!	3	2	138	
1119	Memoru, kiam elprovis Abrahamon Lia Sinjoro per Siaj vortoj kaj li eltenis tiun elprovon. Li diris: ”Mi faros vin gvidanto de la gentoj” kaj Abraham demandis: ”Kio estos pri mia idaro? ”. Li respondis: ”Mia alianco ne koncemas la pekemulojn”.	4	2	139	
1120	Memoru, kiam Ni faris la Domon kun- venejo por la gentoj kaj rifuĝejo. ”Elektu la restadejon de Abraham kiel preĝejon\! ” kaj Ni ordonis al Abraham kaj Iŝmael: ”Pu- rigu Mian Domon por la ĉirkaŭirantoj kaj por la meditantoj kaj por la genufleksantoj kaj terenkuŝiĝantoj”.	5	2	140	
1121	Memoru, kiam Abraham diris: ”Faru ĉi tiun lokon paca kaj donu fruktojn al ti- uj el ĝiaj loĝantoj, kiuj kredas je AUah kaj al latago de la Juĝo”. Kaj Li diris: ”Ankaŭ la miskredanton Mi lasos en kontento por kelke da tempo, poste Mi puŝos lin al la puno de la fajro; tio estas malbona desti- no\! ”.	6	2	141	
1122	Memoru, kiam Abraham kaj Iŝmael starigis la fundamenton de la Domo: ”Nia Sinjoro, akceptu tion de ni, vere Vi estas la Cioaŭda, la Cioscia,	7	2	142	
